data,0.21750938
pro,0.20595075000000002
age,0.12353166999999998
sample,0.12303269
analysis,0.11437661
test,0.11165251
statistics,0.10550596
statistical,0.09766239
tt,0.09591416
correlation,0.09489035000000001
population,0.07917335
variable,0.0755422
sp,0.07429123
technique,0.06547068
set,0.05754456
relationship,0.05507654000000001
term,0.05484821
error,0.05335426000000001
variables,0.0533435
regression,0.052148150000000004
form,0.05045751
method,0.049498349999999997
standard,0.047415399999999996
large,0.04738196
deviation,0.04573184
model,0.04560111
sum,0.044866500000000004
bar,0.04097096
differences,0.03940371000000001
standard_deviation,0.039352250000000005
linear,0.03867421
package,0.03723084
data_set,0.034910760000000006
number,0.03476147000000001
depend,0.03399965
rating,0.0339609
basic,0.03373762
data_analysis,0.033568429999999996
average,0.032920370000000004
techniques,0.032900830000000006
variance,0.0325264
cost,0.032282490000000004
led,0.03228111
scale,0.03190138
anova,0.03137765
measure,0.030523219999999997
square,0.03045614
hypothesis,0.03011893
methods,0.029778730000000003
ols,0.02937176
rate,0.029265199999999998
frontier,0.02904163
software,0.02892194
groups,0.02849883
level,0.02832539
dependent,0.0281545
fact,0.02767389
education,0.02750943
case,0.02743651
table,0.02678703
correlations,0.026745650000000003
numeric,0.02639228
numerical,0.0263081
program,0.0258032
weight,0.02557118
function,0.02551117
models,0.025387869999999996
common,0.02508489
ratio,0.025048960000000002
include,0.02444373
tool,0.02427337
basic_statistics,0.02415916
forma,0.02382865
perform,0.023821259999999997
size,0.023574539999999998
factor,0.02302303
cia,0.02282746
general,0.0226454
output,0.0221997
dr,0.02202309
ancova,0.02185712
independent,0.02176879
result,0.021692370000000002
firm,0.02142342
ability,0.02052181
random,0.02025525
tests,0.020090999999999998
efficient,0.02003645
called,0.01970318
scales,0.019695940000000002
errors,0.01967955
normal,0.019388509999999998
report,0.019232629999999997
rating_scales,0.01923077
sample_size,0.01882822
interval,0.018708790000000003
mining,0.018647920000000002
measurement,0.01791644
compute,0.01774303
add,0.01728291
computer,0.01727786
coefficient,0.01725416
variation,0.01721169
categorical,0.01678596
estimate,0.01664797
pitfall,0.01647059
car,0.016145
bias,0.01597463
relationships,0.015829870000000003
equation,0.01577633
manova,0.01563628
text,0.0153413
adjust,0.015133289999999999
comparison,0.014978720000000001
assumptions,0.014967389999999999
language,0.0148983
statistics_package,0.01472995
significance,0.014723690000000001
analytic,0.01465249
outlier,0.01463282
main,0.01460195
outliers,0.01454865
small,0.014362780000000002
list,0.01417359
tools,0.01388289
probability,0.01369217
hypothesis_test,0.013417179999999999
science,0.013377680000000001
programming,0.013345820000000001
range,0.01332181
exam,0.013224209999999998
base,0.013191920000000001
treatment,0.013071969999999999
variances,0.01290316
calculate,0.012767319999999999
student,0.01254222
covariates,0.01252586
interpret,0.01245116
measurements,0.01239003
plot,0.012184359999999998
specific,0.012098929999999999
statistical_techniques,0.01207337
determine,0.01204121
free,0.01201431
efficiency,0.011997649999999999
performance,0.011942379999999999
distribution,0.01193969
statistics_sample,0.01188119
samples_populations,0.01188119
numbers,0.011861749999999999
change,0.01183595
follow,0.011799529999999999
squares,0.01179756
plan,0.0116949
procedure,0.01169322
determining,0.011451949999999999
percentage,0.01130395
power,0.011293300000000001
fit,0.01126271
format,0.0110401
types,0.01099531
process,0.010974910000000001
design,0.010942240000000002
data_sets,0.010910510000000002
analyst,0.010888649999999998
applied,0.01077568
series,0.01076984
meaning,0.010747850000000001
studies,0.01071267
correct,0.010561039999999999
terms,0.010498509999999999
library,0.0104978
business,0.010495430000000002
learning,0.010441470000000001
correlation_coefficient,0.010382620000000002
tend,0.01013269
points,0.010130589999999998
multiple,0.01006669
programming_language,0.00998832
alpha,0.00998517
comprehensive,0.00990415
study,0.0098976
quantities,0.00980346
ax,0.009724169999999999
assess,0.00971235
sampling,0.00966511
based,0.00957815
sd,0.009551879999999999
approach,0.00951933
includes,0.009441090000000001
mac,0.009410479999999999
accurate,0.00936803
machine,0.00932631
source,0.009207040000000001
levels,0.009155159999999999
error_term,0.00909749
analysis_variance,0.008994899999999998
parameters,0.00884883
higher,0.00883815
firms,0.00879667
cost_frontier,0.00871249
stochastic_frontier,0.00871249
statistical_data,0.00862712
values,0.00861998
produce,0.008606780000000001
alternative,0.0085469
key,0.00843182
module,0.00832594
analyses,0.00829996
inference,0.00829663
testing,0.00828599
isnt,0.00824176
total,0.00815081
state,0.00809217
binary,0.00800497
organization,0.00798917
analysts,0.00796828
inputs,0.00791278
noise,0.00789814
survey,0.00779696
relationship_variables,0.0077715300000000005
costs,0.00774443
long,0.0076961799999999995
understand,0.007667810000000001
online,0.007635260000000001
mathematical,0.00761676
organizations,0.00760817
data_point,0.00760817
machine_learning,0.0076054600000000005
examine,0.0075238399999999995
tom,0.00740156
chance,0.007387029999999999
special,0.007349079999999999
condition,0.007339999999999999
regression_analysis,0.00733601
standard_deviations,0.00729436
analyze,0.00729028
scores,0.0072730699999999995
comparisons,0.00724281
experimental,0.00716737
statistical_data_analysis,0.007143
precise,0.00711013
public,0.007005130000000001
analytical,0.00698543
decision,0.00694758
distributed,0.0069467899999999996
reliable,0.006792349999999999
conditions,0.0067906500000000005
needed,0.006660640000000001
big,0.00662433
span,0.006617619999999999
modeling,0.00659573
scatter,0.00658979
