st,0.5754511500000001
data,0.5614429900000001
base,0.4121881100000001
database,0.35927195
db,0.16722608
ql,0.15974612
sql,0.15411962999999998
rel,0.15377925
graph,0.15076212
databases,0.13805059
age,0.12310486000000001
compute,0.09845766
computer,0.09835232
relational,0.09002678
model,0.07455822
table,0.07086234
structure,0.07022412
store,0.06594653
record,0.06410608
relational_data,0.062073779999999995
relational_database,0.060616050000000005
form,0.055404339999999996
nosql,0.05424016
brewer,0.05333333
dbms,0.04933521
records,0.045424759999999995
manage,0.043640530000000004
hierarchical,0.04298979
file,0.04152084
systems,0.040501550000000004
object,0.03973758
set,0.03949551
mongo,0.03756183
problem,0.03656583
refer,0.03644308
cap,0.03578358
key,0.03491729
graphs,0.0348017
access,0.033557870000000004
main,0.03290422999999999
distributed,0.03225903
theorem,0.031993270000000004
represent,0.03172751
class,0.03120119
relational_databases,0.03113517
storage,0.03109944
server,0.03107873
sql_data,0.029741129999999998
sql_database,0.02968846
led,0.02920184
text,0.02852057
field,0.02848307
number,0.02833114
hierarchical_data,0.02808629
micro,0.027063129999999998
management,0.02702772
tables,0.026671240000000002
brewers,0.02666667
microsoft,0.02640622
design,0.02562376
mongodb,0.02537831
organized,0.025098290000000002
collect,0.024951349999999997
collection,0.024740659999999998
relations,0.02464868
science,0.0242691
consistency,0.02411369
document,0.02354359
network,0.023271559999999997
theory,0.02324881
content,0.02321749
history,0.023147269999999998
large,0.0228541
structures,0.022709880000000005
user,0.02247943
computer_science,0.02241033
logic,0.02240316
language,0.02237716
queries,0.022160680000000002
nosql_database,0.02194874
files,0.02157957
redis,0.02110179
fields,0.02099013
query,0.02023659
oracle,0.02013943
sap,0.019708700000000003
computing,0.019540309999999998
article,0.019387429999999997
program,0.01915353
list,0.01910903
piece,0.01900834
shelter,0.01897019
stored,0.018812279999999997
presented,0.018754670000000005
process,0.01870658
graph_theory,0.01868779
fine,0.018295739999999998
relationship,0.01827135
organization,0.018020750000000002
transaction,0.017929550000000002
concept,0.017236220000000003
based,0.017196370000000002
nosql_databases,0.017115270000000002
include,0.01711111
hierarchical_database,0.01704876
sql_server,0.01700542
hbase,0.01688794
read,0.016793660000000002
links,0.01666431
tree,0.016654870000000002
partition,0.016063510000000003
approach,0.01603154
report,0.01600691
types,0.01539957
problems,0.01537666
state,0.0152491
term,0.015148209999999999
san,0.0151465
fail,0.015126919999999999
define,0.01510854
mysql,0.01485471
database_management,0.014829469999999999
stores,0.01480304
point,0.014647929999999998
contents,0.014564500000000001
couchdb,0.014439210000000001
info,0.01437459
add,0.014315810000000002
correlation,0.01429883
postgres,0.01417871
postgresql,0.01412604
develop,0.01399542
principle,0.01399024
memcached,0.01395331
provide,0.013888979999999999
scientist,0.013884899999999999
child,0.01383971
general,0.01358014
users,0.013499619999999999
berkeley,0.01347938
support,0.013375449999999999
databases_nosql,0.01336993
eric_brewer,0.01333333
scientist_eric_brewer,0.01333333
brewers_article,0.01333333
computer_scientist,0.01333333
cdbms,0.01327434
empno,0.01324503
computers,0.013207449999999999
acid,0.0130632
typically,0.01296271
teradata,0.01293669
simple,0.0129208
classes,0.012852800000000001
ibm,0.0127441
needed,0.01246652
including,0.01221515
represented,0.012035329999999999
