353,191,Product,0.6561567675003771
365,188,CAD,0.6561548867259002
280,208,PL-SQL,0.6561526123590921
775,70,SPSS,0.6561514059653268
775,115,SPSS,0.6561514059653268
211,175,DSENG04_Relational_non-relational_databases,0.6561509415106238
59,164,Database2,0.6561484019372306
270,155,Apache_HBase,0.6561477069340869
421,159,MySQL,0.656144768271794
88,165,MonetDB,0.6561391778360491
735,54,Employment_agency,0.6561326023314157
309,101,RM5,0.6561325414743935
304,28,CapitalMarket,0.6561282927426959
507,0,First_professional_degree,0.6561252456189619
783,66,SAS,0.6561194809205932
783,112,SAS,0.6561194809205932
783,197,SAS,0.6561194809205932
100,178,Database,0.6561131875017757
292,32,Financial_market,0.6561123041642768
640,137,Supervised_Learning,0.6561054717439225
640,138,Supervised Learning,0.6561054717439225
848,215,Software_developer,0.6561037519382009
988,196,pbdR,0.6561018652454963
925,203,Java,0.6561003635599081
452,147,Predictive Analytics,0.65609860458916
452,153,Predictive_Analytics,0.65609860458916
620,71,Weka,0.6560965662589527
620,116,Weka,0.6560965662589527
259,171,Oracle_Database,0.6560923860012005
161,76,KNIME,0.656090684725919
161,121,KNIME,0.656090684725919
322,213,Software_engineer,0.6560905685462883
47,161,DB1,0.65608918009265
52,169,IBM_DB2,0.6560871626862581
301,77,Waffles,0.6560863430996318
301,122,Waffles,0.6560863430996318
954,212,JavaScript,0.6560854038677919
497,58,Hortonworks,0.6560830769876829
598,202,C++,0.656082327804604
58,38,Stock_Trader,0.6560778054890577
612,214,Transact-SQL,0.6560773806908737
941,183,Time_toMarket,0.6560728593412197
164,15,Master_of_Laws,0.6560680234843983
190,145,Text mining,0.6560657992867869
190,148,Text_mining,0.6560657992867869
80,85,Non-store_retailing,0.6560645924900679
539,8,Master_degree,0.6560625759085043
832,67,JMP,0.6560596476681155
832,113,JMP,0.6560596476681155
567,196,pbdR,0.6560587813323
2,92,Project management,0.6560583290003065
117,200,Objective-C,0.6560576110619811
573,47,Summary_Table_for_Statistical_Techniques,0.6560549163210123
775,204,Objective-J,0.6560534028340559
772,28,CapitalMarket,0.6560532249593278
340,196,pbdR,0.6560516245657451
627,191,Product,0.6560490852379242
896,213,Software_engineer,0.6560489103923116
554,142,Information_Retrieval,0.6560459274507413
554,146,Information Retrieval,0.6560459274507413
695,186,VirtualProductDevelopment,0.6560451085354817
488,75,GATE,0.6560435430482701
488,120,GATE,0.6560435430482701
459,56,Human_resource_consulting,0.6560423314597339
266,16,BiomedicalEngineers2,0.6560402373712557
841,78,Mathematica,0.6560379262328674
841,123,Mathematica,0.6560379262328674
588,72,Oracle Data Mining,0.6560363908427052
588,80,Oracle_Data_Mining,0.6560363908427052
588,117,Oracle Data Mining,0.6560363908427052
588,125,Oracle_Data_Mining,0.6560363908427052
531,145,Text mining,0.6560361543857028
531,148,Text_mining,0.6560361543857028
731,68,Git,0.6560356875946508
731,114,Git,0.6560356875946508
665,157,DB2,0.6560351756188261
334,199,C_Sharp,0.6560316366459306
327,169,IBM_DB2,0.6560299130543852
363,169,IBM_DB2,0.6560299130543852
685,13,Master_of_Engineering,0.6560296086529545
490,184,New_product_development,0.6560288953570226
878,184,New_product_development,0.6560288953570226
33,141,Machine learning,0.6560271388830174
33,144,Machine_learning,0.6560271388830174
738,17,Biomedicine,0.6560262564848529
215,12,Graduate_school,0.6560235994580623
643,42,6_BASIC_STATISTICAL_TOOLS,0.656023070932636
612,57,Distributed Computing,0.6560221384449983
612,63,Distributed_Computing,0.6560221384449983
554,156,MongoDB,0.6560155002727028
280,98,RM2,0.6560154517418362
833,37,Finance,0.6560118023155332
465,79,Software,0.656011483249208
465,124,Software,0.656011483249208
815,54,Employment_agency,0.6560089191805122
549,95,Corporate communication,0.6560069879815227
243,32,Financial_market,0.6560044942340149
798,32,Financial_market,0.6560044942340149
772,33,Financial_market_efficiency,0.6560004839974337
86,188,CAD,0.6559996070331684
380,215,Software_developer,0.6559995210098744
218,57,Distributed Computing,0.6559981028788615
218,63,Distributed_Computing,0.6559981028788615
458,198,Programmer,0.6559972302567518
139,2,Bachelor_degree,0.6559971112509408
394,101,RM5,0.6559969504282378
20,192,RequirementsManagement,0.6559964928049353
304,143,Categorization,0.6559947022506492
946,107,RMO,0.6559946142620057
257,30,Financial_instrument,0.6559911880397127
827,141,Machine learning,0.655989850206061
827,144,Machine_learning,0.655989850206061
852,79,Software,0.6559875703034594
852,124,Software,0.6559875703034594
725,163,DB6,0.6559871600455749
523,159,MySQL,0.655985690719213
160,199,C_Sharp,0.6559791980671856
